,index,lyrics,label
185,208,"(all i ever wanted was to dance)  (i wanna dance)  i've paid my bills on time, i've been working hard  always done my best, i've always played my part  all these gloomy days, i just watched them pass  when all i ever wanted was to dance  move my feet  go out rocking to the beat  take a chance, rocket man  just like i'm in the band  i wanna dance, move my feet  go out rocking to the beat  take a chance, rocket man  all i ever wanted was to dance  i wanna dance  all i ever wanted was to dance  i wanna dance tonight  i wanna dance all night  now i work all day, i even wear a suit  the walls are misty gray, and here's the awful truth  i'm wasting all my time, just working for the man  when all i ever wanted was to dance  move my feet  go out rocking to the beat  take a chance, rocket man  just like i'm in the band  i wanna dance, move my feet  go out rocking to the beat  take a chance, rocket man  all i ever wanted was to dance  i wanna dance  all i ever wanted was to dance  i wanna dance tonight  i wanna dance all night  but it's not too late  i'm gonna turn this ship around when i get paid  i'm gonna leave this goddamn job and finally  just listen to myself, don't care 'bout nobody else but me  i'm gonna dance all night  i'm gonna dance all night  i'm gonna dance all night  dance all night  i wanna dance  all i ever wanted was to dance  move my feet  go out rocking to the beat  take a chance, rocket man  just like i'm in the band  i wanna dance, move my feet  go out rocking to the beat  take a chance, rocket man  all i ever wanted was to dance  i wanna dance  all i ever wanted was to dance  i wanna dance tonight  i wanna dance all night  ",3
186,187,"beauty queen of only 18  she had some trouble with herself  he was always there to help her  she always belonged to someone else  i drove for miles and miles and wound up at your door  i've had you so many times but somehow, i want more  i don't mind spending every day  out on your corner in the pouring rain  look for the girl with the broken smile  and ask her if she wants to stay a while  and she will be loved  and she will be loved  tap on my window, knock on my door, i  wanna make you feel beautiful  i know i tend to get so insecure  doesn't matter anymore  it's not always rainbows and butterflies  it's compromises that move us along, yeah  my heart is full and my door's always open  you come any time you want, yeah  i don't mind spending every day  out on your corner in the pouring rain  look for the girl with the broken smile  ask her if she wants to stay a while  she will be loved  she will be loved  she will be loved  she will be loved  i know where you hide, alone in your car  know all of the things that make you who you are  i know that goodbye means nothing at all  comes back and makes me catch her every time she falls, yeah  tap on my window, knock on my door, i  wanna make you feel beautiful  i don't mind spending every day  out on your corner in the pouring rain, oh  look for the girl with the broken smile  ask her if she wants to stay a while  she will be loved  she will be loved  she will be loved, yeah, she will be loved  yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah  ",3
187,202,"i fell by the wayside, like everyone else  i hate you, i hate you, i hate you  but i was just kidding myself  our every moment, i start to replace  'cause now that they're gone  all i hear are the words that i needed to say  when you hurt under the surface  like troubled water running cold  well, time can heal, but this won't  so, before you go  was there something i could've said  to make your heart beat better?  if only i'd have known you had a storm to weather  so, before you go  was there something i could've said  to make it all stop hurting?  it kills me how your mind can make you feel so worthless  so, before you go  ♪  was never the right time, whenever you called  went little, by little, by little until there was nothing at all  our every moment, i start to replay  but all i can think about is seeing that look on your face  when you hurt under the surface  like troubled water running cold  well, time can heal, but this won't  so, before you go  was there something i could've said  to make your heart beat better?  if only i'd have known you had a storm to weather  so, before you go  was there something i could've said  to make it all stop hurting?  it kills me how your mind can make you feel so worthless  so, before you go  would we be better off by now  if i'd let my walls come down?  maybe, i guess we'll never know  you know, you know  before you go  was there something i could've said  to make your heart beat better?  if only i'd have known you had a storm to weather  so, before you go  was there something i could've said  to make it all stop hurting?  it kills me how your mind can make you feel so worthless  so, before you go    i fell by the wayside, like everyone else  i hate you, i hate you, i hate you  but i was just kidding myself  our every moment, i start to replace  'cause now that they're gone  all i hear are the words that i needed to say  when you hurt under the surface  like troubled water running cold  well, time can heal, but this won't  so, before you go  was there something i could've said  to make your heart beat better?  if only i'd have known you had a storm to weather  so, before you go  was there something i could've said  to make it all stop hurting?  it kills me how your mind can make you feel so worthless  so, before you go  ♪  was never the right time, whenever you called  went little, by little, by little until there was nothing at all  our every moment, i start to replay  but all i can think about is seeing that look on your face  when you hurt under the surface  like troubled water running cold  well, time can heal, but this won't  so, before you go  was there something i could've said  to make your heart beat better?  if only i'd have known you had a storm to weather  so, before you go  was there something i could've said  to make it all stop hurting?  it kills me how your mind can make you feel so worthless  so, before you go  would we be better off by now  if i'd let my walls come down?  maybe, i guess we'll never know  you know, you know  before you go  was there something i could've said  to make your heart beat better?  if only i'd have known you had a storm to weather  so, before you go  was there something i could've said  to make it all stop hurting?  it kills me how your mind can make you feel so worthless  so, before you go    i fell by the wayside, like everyone else  i hate you, i hate you, i hate you  but i was just kidding myself  our every moment, i start to replace  'cause now that they're gone  all i hear are the words that i needed to say  when you hurt under the surface  like troubled water running cold  well, time can heal, but this won't  so, before you go  was there something i could've said  to make your heart beat better?  if only i'd have known you had a storm to weather  so, before you go  was there something i could've said  to make it all stop hurting?  it kills me how your mind can make you feel so worthless  so, before you go  ♪  was never the right time, whenever you called  went little, by little, by little until there was nothing at all  our every moment, i start to replay  but all i can think about is seeing that look on your face  when you hurt under the surface  like troubled water running cold  well, time can heal, but this won't  so, before you go  was there something i could've said  to make your heart beat better?  if only i'd have known you had a storm to weather  so, before you go  was there something i could've said  to make it all stop hurting?  it kills me how your mind can make you feel so worthless  so, before you go  would we be better off by now  if i'd let my walls come down?  maybe, i guess we'll never know  you know, you know  before you go  was there something i could've said  to make your heart beat better?  if only i'd have known you had a storm to weather  so, before you go  was there something i could've said  to make it all stop hurting?  it kills me how your mind can make you feel so worthless  so, before you go  ",3
188,146,"yeah, yeah, yeah  yeah, yeah, yeah  (i'm in london, got my beat from london)  yeah, yeah  in the trap, hang in places that you can't go  glock .40, he got smokey, yeah, the draco  thousand nights on that corner eating egg-rolls  bad bitch puerto rican, look like j. lo, woah  they tried to extort me, i ain't pay though  only thing i gave 'em was a halo  a-hole, uber on the way, ho  fuck her from the back  put my thumb all in her a-hole  i got bands for real, diamonds on me  they dance for real  all these sticks and drums, bangin'  like we in a band for real  i got cake, i stay humble  know i'm the man for real  i got hitters, we don't rumble  tell your mans to chill  yo, who's mans is this? (somebody come get this nigga)  all up in my section instagraming shit  i be with some real hitters  they ain't with that camera shit  'cause they really out here in the field  and they be slammin' shit  tap, tap, tap, tap, tap  giving head taps, lead tats, tats, tats  they said that they were with it but it's cap, cap, cap  aim it at your fitted, push it back, back, back  whack, whack, whack, whack, whack  one phone call get you whacked, whacked, whacked  try to slap me, we gon' let it slap, slap, slap  cross a line, it's too late, you can't take it back, back, back (yeah)  they got my brother locked inside a cage (in a cage)  take them shackles off his feet, he ain't a slave (slave)  growin' up in the hood, you'll learn how to behave ('have)  how we gon' learn to stack if, we ain't got nothing to save? (save)  got a little bad bitch got some work done on her butt (on her butt)  gotta catch another flight as soon as i catch my nut (if i nut)  just being honest, meek was the first to show me love (show me love)  and the first time that i seen a maybach was with cuz (cuz)  gettin' these bags, we might as well tell our opps what's up (what's up)  got weddin' bands but i still don't got a bitch to cuff  in every city i go they already know what's up (what's up)  i got resources, i could get straight to the plug  tap, tap, tap, tap, tap  giving head taps, lead tats, tats, tats  they said that they were with it but it's cap, cap, cap  aim it at your fitted, push it back, back, back  whack, whack, whack, whack, whack  one phone call get you whacked, whacked, whacked  try to slap me, we gon' let it slap, slap, slap  cross a line, it's too late, you can't take it back, back, back (yeah)  ",4
189,446,"(nunca bebes, nunca bebes)  (nunca bebes, nunca bebes)  (nunca bebes, nunca bebes)  (nunca bebes, nunca bebes)  (nunca bebes, nunca bebes)  ghetto kids  nunca bebe soda  tiene culo de sobra  nadie la controla  si baila, ella se quita la ropa (vaya, qué presión)  loca, se fuma la mota  no quiere que la jodan  quiere que la recojan  hace que me tra, tra, trabe  hace que me tra, tra, trabe  hace que me tra, tra, trabe (ghetto kids)  hace que me tra, tra, tra, tranquilice (dice, hey)  ¿cómo no me vo' a trabar con semejante cosa?  me trabo y también se traban todas las pinches envidiosas  ella no bebe soda, ella lo que bebe es mimosa  es una cosa seria, extra peligrosa (¡vaya)  hace que me tra, tra, trabe (ay)  ya me tiene gra, ya me tiene grave (siga)  dime si te ca, dime si te cabe (por favor)  porque la probé y, órale, qué rica te sabe  yo sé que tú haces tortillas  rapi y punta que hace tijerilla (ay)  y que ere' tranquila entre comillas  ponte más potrona que vo' a ponerte la silla  pa' jalarte a espuelazo' como yegua 'e pancho villa  si yo fuera tu recién nacido  le hago huelga de hambre al biberón  dame pecho que yo soy glotón, mujerón  esas dos bellezas que rodean tu esternón  son naturales, tú dices, ¿o es de silicón?  hace que me tra, tra, trabe  hace que me tra, tra, trabe  hace que me tra, tra, trabe  hace que me tra, tra, tra, tranquilice  culo pa'trás, pecho adelante (ay)  culo pa'trás, pecho adelante  culo pa'trás, pecho adelante  culo pa'trás, pecho adelante  el guaynaa, bitche'  callái que agua llueve  ¿mande?  jajaja  ♪  se soltó el blanquito, el guaynaa, bitche', el guayabón  tenía el switch para abajo y lo pusiste en on (lo pusiste en on)  hace que me trabe, hace que entre en confusión  busco paz, pero por tu falta de consideración  hace que me tra, tra, trabe (siga)  quiere que la cla, cla, clave (cómo e')  de su corazón, adivina, ponla con llave  suave, sabes, esto termina hasta que se acabe  hey, hace que me tra' (culo pa'trás, pecho adelante)  quiere que la cla' (culo pa'trás, pecho adelante)  y hace que me tra' (culo pa'trás, pecho adelante)  (culo pa'trás, pecho adelante, culo pa'trás)  ángelo torres  (quiere que la clave) ghetto kids  (y hace que me trabe)  esto ha terminado, mami  dime que tú sabes (ghetto kids)    (nunca bebes, nunca bebes)  (nunca bebes, nunca bebes)  (nunca bebes, nunca bebes)  (nunca bebes, nunca bebes)  (nunca bebes, nunca bebes)  ghetto kids  nunca bebe soda  tiene culo de sobra  nadie la controla  si baila, ella se quita la ropa (vaya, qué presión)  loca, se fuma la mota  no quiere que la jodan  quiere que la recojan  hace que me tra, tra, trabe  hace que me tra, tra, trabe  hace que me tra, tra, trabe (ghetto kids)  hace que me tra, tra, tra, tranquilice (dice, hey)  ¿cómo no me vo' a trabar con semejante cosa?  me trabo y también se traban todas las pinches envidiosas  ella no bebe soda, ella lo que bebe es mimosa  es una cosa seria, extra peligrosa (¡vaya)  hace que me tra, tra, trabe (ay)  ya me tiene gra, ya me tiene grave (siga)  dime si te ca, dime si te cabe (por favor)  porque la probé y, órale, qué rica te sabe  yo sé que tú haces tortillas  rapi y punta que hace tijerilla (ay)  y que ere' tranquila entre comillas  ponte más potrona que vo' a ponerte la silla  pa' jalarte a espuelazo' como yegua 'e pancho villa  si yo fuera tu recién nacido  le hago huelga de hambre al biberón  dame pecho que yo soy glotón, mujerón  esas dos bellezas que rodean tu esternón  son naturales, tú dices, ¿o es de silicón?  hace que me tra, tra, trabe  hace que me tra, tra, trabe  hace que me tra, tra, trabe  hace que me tra, tra, tra, tranquilice  culo pa'trás, pecho adelante (ay)  culo pa'trás, pecho adelante  culo pa'trás, pecho adelante  culo pa'trás, pecho adelante  el guaynaa, bitche'  callái que agua llueve  ¿mande?  jajaja  ♪  se soltó el blanquito, el guaynaa, bitche', el guayabón  tenía el switch para abajo y lo pusiste en on (lo pusiste en on)  hace que me trabe, hace que entre en confusión  busco paz, pero por tu falta de consideración  hace que me tra, tra, trabe (siga)  quiere que la cla, cla, clave (cómo e')  de su corazón, adivina, ponla con llave  suave, sabes, esto termina hasta que se acabe  hey, hace que me tra' (culo pa'trás, pecho adelante)  quiere que la cla' (culo pa'trás, pecho adelante)  y hace que me tra' (culo pa'trás, pecho adelante)  (culo pa'trás, pecho adelante, culo pa'trás)  ángelo torres  (quiere que la clave) ghetto kids  (y hace que me trabe)  esto ha terminado, mami  dime que tú sabes (ghetto kids)  ",0
190,226,"when we were young, the future was so bright  woah-oh  the old neighborhood was so alive  woah-oh  and every kid on the whole damn street  woah-oh  was gonna make it big and not be beat  now the neighborhood's cracked and torn  woah-oh  the kids are grown up, but their lives are worn  woah-oh  how can one little street swallow so many lives?  chances thrown  nothing's free  longing for, used to be  still it's hard, hard to see  fragile lives  shattered dreams (go!)  ♪  jamie had a chance, well, she really did  woah-oh  instead she dropped out and had a couple of kids  woah-oh  mark still lives at home 'cause he's got no job  woah-oh  he just plays guitar and smokes a lot of pot  jay commited suicide  woah-oh  brandon od'd and died  woah-oh  what the hell is going on?  the cruelest dream, reality  chances thrown  nothing's free  longing for, used to be  still it's hard, hard to see  fragile lives  shattered dreams (go!)  ♪  chances thrown  nothing's free  longing for (what), used to be  still it's hard, hard to see  fragile lives  shattered dreams    when we were young, the future was so bright  woah-oh  the old neighborhood was so alive  woah-oh  and every kid on the whole damn street  woah-oh  was gonna make it big and not be beat  now the neighborhood's cracked and torn  woah-oh  the kids are grown up, but their lives are worn  woah-oh  how can one little street swallow so many lives?  chances thrown  nothing's free  longing for, used to be  still it's hard, hard to see  fragile lives  shattered dreams (go!)  ♪  jamie had a chance, well, she really did  woah-oh  instead she dropped out and had a couple of kids  woah-oh  mark still lives at home 'cause he's got no job  woah-oh  he just plays guitar and smokes a lot of pot  jay commited suicide  woah-oh  brandon od'd and died  woah-oh  what the hell is going on?  the cruelest dream, reality  chances thrown  nothing's free  longing for, used to be  still it's hard, hard to see  fragile lives  shattered dreams (go!)  ♪  chances thrown  nothing's free  longing for (what), used to be  still it's hard, hard to see  fragile lives  shattered dreams    when we were young, the future was so bright  woah-oh  the old neighborhood was so alive  woah-oh  and every kid on the whole damn street  woah-oh  was gonna make it big and not be beat  now the neighborhood's cracked and torn  woah-oh  the kids are grown up, but their lives are worn  woah-oh  how can one little street swallow so many lives?  chances thrown  nothing's free  longing for, used to be  still it's hard, hard to see  fragile lives  shattered dreams (go!)  ♪  jamie had a chance, well, she really did  woah-oh  instead she dropped out and had a couple of kids  woah-oh  mark still lives at home 'cause he's got no job  woah-oh  he just plays guitar and smokes a lot of pot  jay commited suicide  woah-oh  brandon od'd and died  woah-oh  what the hell is going on?  the cruelest dream, reality  chances thrown  nothing's free  longing for, used to be  still it's hard, hard to see  fragile lives  shattered dreams (go!)  ♪  chances thrown  nothing's free  longing for (what), used to be  still it's hard, hard to see  fragile lives  shattered dreams    when we were young, the future was so bright  woah-oh  the old neighborhood was so alive  woah-oh  and every kid on the whole damn street  woah-oh  was gonna make it big and not be beat  now the neighborhood's cracked and torn  woah-oh  the kids are grown up, but their lives are worn  woah-oh  how can one little street swallow so many lives?  chances thrown  nothing's free  longing for, used to be  still it's hard, hard to see  fragile lives  shattered dreams (go!)  ♪  jamie had a chance, well, she really did  woah-oh  instead she dropped out and had a couple of kids  woah-oh  mark still lives at home 'cause he's got no job  woah-oh  he just plays guitar and smokes a lot of pot  jay commited suicide  woah-oh  brandon od'd and died  woah-oh  what the hell is going on?  the cruelest dream, reality  chances thrown  nothing's free  longing for, used to be  still it's hard, hard to see  fragile lives  shattered dreams (go!)  ♪  chances thrown  nothing's free  longing for (what), used to be  still it's hard, hard to see  fragile lives  shattered dreams  ",3
191,268,"yo, sing this shit, are y'all fuckin' dumb?  ♪  eternal atake  ♪  that girl, she got with my clone (one, two, three)  i told that lil' girl that she gotta just do better (woah)  are you serious?  i swear my money get serious  okay, all my checks, i just be clearin' it  she suck my dick 'til she get delirious (wow)  okay, jump on the jet, so i'm clearin' it (woo)  okay, port, but i'm not talking new' (let's go)  okay, smoke that boy just like a cigarette  if that boy try to make a false move, uh (damn)  i'm on some whole other shit  i got a whole 'nother rich, i'm on a new level  i was fucking on your bitch  she was ridin' on my dick, she ain't need two pedals  i swear these niggas, they bitches  i swear they all gonna snitch when my niggas go shoot at 'em  niggas, they mad about this  niggas, they mad about that, but it's only if you let 'em  she save my name in her phone  only thing she save me under is probably that ""u"" letter (hello?)  no, i don't got provolone  only thing in my pocket is probably, um, some blue cheddar  she tried to leave me alone  then she got right with my clone, man, i hope that she do better  i know it's blue cheese on me  but when i got fifties on me, i call that shit loose cheddar (hah)  jeremy scotts all on my feet  i had a cougar with me, so i call that girl coretta (coretta)  i am the richest nigga in my city  i can make it rain like no matter what's the weather (facts)  i know that girl, she got swag  but when it come to puttin' it together, she could do better  i sent that girl a dm  she ain't answer me, so you know that i gotta shoot two at her (yeah)  gotta shoot two at her (yeah)  ayy, gotta shoot two at her (and you are lil uzi? vert, let's go)  ayy, stay with the blue cheddar (woah)  that girl, she got with my clone (one, two, three, let's go)  i told that lil' girl that she gotta just do better  are you serious?  i swear my money get serious  okay, all my checks, i just be clearin' it  she suck my dick 'til she get delirious  okay, jump on the jet so i'm clearin' it  okay, port, but i'm not talking new' (woo)  okay, smoke that boy just like a cigarette  if that boy try to make a false move (lil uzi)  they try to cut me down  when they say i'm too low, woah, uh (turn me up)  i said, ""turn me up,"" i cannot hear my flow, woah, woah  i ain't never been no fool  do what i want, i'ma bend your rules (woah)  i'ma take the dub, i'ma win  i ain't ever been no type that lose, yeah  born like this, i ain't did no study  everything i got, man, i got it in a hurry  if i love you, better say that you love me  and if i trust you, better say that you trust me  talk 'bout the bag, the mula, the guap  i'm at the bank, only time that i'm runnin'  i said i'm on the road, no, i cannot stop  i'm runnin' through obstacles, i'm in a hurry  woah, stop that  told a fuck nigga just drop that (yeah)  if you shoot first, we gon' pop back  margiela on me, lil' nigga, that's not that  what you got on? prada sweatsuit made of nylon  see my righteous girl, yeah, she say, ""right on""  when i hit that girl right with the light on  when i hit that girl, oh  gotta shoot two at her  ayy, gotta shoot two at her (woah)  ayy, stay with the blue cheddar (woah)  that girl, she got with my clone (one, two, three, yeah, yeah)  i told that lil' girl that she gotta just do better  are you serious?  i swear my money get serious  okay, all my checks, i just be clearin' it  she suck my dick 'til she get delirious (woah)  okay, jump on the jet so i'm clearin' it  okay, port, but i'm not talking new' (mhm)  okay, smoke that boy just like a cigarette  if that boy try to make a false move (woah)  lil uzi vert, doot-dooda-loot-doo, doo-doo  thank you, lil uzi vert leaves  you 'posed to be standin' still right now  ready, set, go  ",5
192,207,"drugs got me sweatin', but the room gettin' colder  lookin' at the devil and the angel on my shoulder  will i die tonight? i don't know, is it over?  lookin' for my next high, i'm lookin' for closure  lean with me, pop with me  get high with me if you rock with me  smoke with me, drink with me  fucked up liver with some bad kidneys  lean with me, pop with me  get high with me if you rock with me  smoke with me, drink with me  fucked up liver with some bad kidneys  told her if i die, yeah, i'ma die young  every day i've been getting fucked up  finally know the difference between love and drugs  shawty tell me i should really sober up  this shit ain't fiction, it's too real, too real  fuck one dose, i need two pills, two pills  i'm looking for trouble so i know i'm gonna find it  ring, ring, plug hit my phone, perfect timing  i know i'm not right  but i'm not wrong, no, i'm not wrong  girl, you hate it when i'm too high  but that's where i belong, where i belong  lean with me, pop with me  get high with me if you rock with me  smoke with me, drink with me  fucked up liver with some bad kidneys  lean with me, pop with me  get high with me if you rock with me  smoke with me, drink with me  fucked up liver with some bad kidneys  eyes red, no visine  crashed the mustang, no saleen  yeah, i love beans, yeah, i love lean  i laugh when they ask if my piss clean  huh, smoke with me, huh, pop with me, huh  ayy, gucci store, come and shop with me  if i overdose, bae, are you gon' drop with me?  i'on even wanna think about that right now  let's get too high, reach a new height  take the shrooms and the pills at the same time  went to hollywood thrills from the street life  took too many drugs, now i don't feel right  lean with me, pop with me  get high with me if you rock with me  smoke with me, drink with me  fucked up liver with some bad kidneys  lean with me, pop with me  get high with me if you rock with me  smoke with me, drink with me  fucked up liver with some bad kidneys (bad kidneys)  oh-oh  oh-oh-oh  oh-oh-oh  ",0
193,336,"it kinda feels like, i'm dyin' on the inside  it kinda feels like, i been tryna get by  and i been this way since day one  i don't need no medication  no, i don't need no drug  or maybe i'm different, and maybe my adhd got me trippin'  and maybe i'm just everything that you missin', yeah  i feel like i'm dying inside  why do i seem crazy?  someone save me (save me)  you can't blame me (blame me)  it's my adhd, yeah  my mind racin', i been paranoid  overthinkin', maybe that's a void (woo, woo)  don't call me up like i don't have a voice  i think i was born different, i ain't really have a choice, yeah (yeah)  class in session, you a hour late (hour late)  don't play with me, today is not the day (oh yeah)  pay attention, i am not deranged  i could tell you what i'm thinkin'  i just don't know how to say it  maybe i get in your nerve, i mean what i say (oh yeah)  i been a man of my word, eon wide awake (yeah, yeah)  maybe a little disturbed, but that's just me  you don't bleed the blood i bleed  i wear my heart on my sleeve, nigga  and i been this way since day one (and i been this way since day one)  i don't need no medication (i don't need no medication)  no, i don't need no drugs  or maybe i'm different, and maybe my adhd got me trippin'  and maybe i'm just everything that you missin', yeah  i feel like i'm dying inside  why do i seem crazy?  someone save me (save me)  you can't blame me (blame me)  it's my adhd, yeah  it kinda feels like, i'm dying on the inside  it kinda feels like, i been tryna get by  yipee-yipee-yih-yoh-yipee-yah-yah  staring at the fire, kumbaya  i'ma take you higher, take you higher  i'ma take you higher, take you higher  too many things on my head (yeah, yeah), what am i thinkin'?  how come i can't go sleep in my bed? (oh, yeah)  i hear them talking, everyone stranger  they leave me for dead (oh, yeah)  'cause they want me gone (yeah)  this that shit i be on (yeah)  ain't no one to lean on (yeah)  and you know i been this way since day one (i been this way since day one)  i don't need no medication (i don't need no medication)  or maybe i'm on one  or maybe i'm different, and maybe my adhd got me trippin'  and maybe i'm just everything that you missin', yeah  i feel like i'm dying inside (inside)  why do i seem crazy? (crazy, yeah, yeah)  someone save me (save me)  you can't blame me (blame me)  it's my adhd, yeah  it kinda feels like, i'm dyin' on the inside  ",1
194,251,"one more drink, got one more bacardi  one more dance at this afterparty  we're still going, going strong  speed so fast, like a ferrari  we get wild, like on safari  we still going, going strong  and all of these good things, good things, good things  all we need, good things, good things, good things  tonight we go all night long  we party like post malone  don't tell me to go-o-o  yeah, we are never, ever going home tonight  ain't nobody kill my vibe  don't tell me to go-o-o  yeah, we are never, ever going home  ♪  yeah, we are never, ever going home  ♪  yeah, we are never, ever going home  see the ocean there in your eyes  in slow motion, we see the sunrise  we are, we are in the zone  5:00 a.m. and we still are rolling  in the deepest of my emotions  we are, we are in the zone  and all of these good things, good things, good things  all we need, good things, good things, good things  tonight we go all night long  we party like post malone  don't tell me to go-o-o  yeah, we are never, ever going home tonight  ain't nobody kill my vibe  don't tell me to go-o-o  yeah, we are never, ever going home  ♪  yeah, we are never, ever going home  ♪  yeah, we are never, ever going home  tonight we go all night long  we party like post malone  don't tell me to go-o-o  yeah, we are never, ever going home tonight  ain't nobody kill my vibe  don't tell me to go-o-o  yeah, we are never, ever going home  ♪  yeah, we are never, ever going home  (never, ever going home)  yeah, we are never, ever going home  ",5
195,145,"jajaja (manuel turizo)  anuel (uah, oh-oh-oh-oh-oh)  (uah, uah oh-oh-oh-oh-oh)  sola te quedaste, tú misma te lo buscaste  quisiste jugar con fuego y te quemaste  tú misma te lo buscaste, no te vo' a seguir el juego  sola te quedaste, tú misma te lo buscaste  quisiste jugar con fuego y te quemaste  tú misma te lo buscaste, no te vo' a seguir el juego (uah)  suéltame en banda, mi corazón tú no lo ablanda'  y todas las traiciones, cada vez, tú las agranda' (agranda')  y un día creía que tú eras mi santa (santa)  pero, a lo' que te aman siempre lo' espanta'  y se te acabó, la movie a ti ya se te cayó  tú querías ir con lo' do', no diga' que no  yo con él te vi, él también te vio  el juego se te jodió  sola te quedaste, tú misma te lo buscaste  quisiste jugar con fuego y te quemaste  tú misma te lo buscaste, no te vo' a seguir el juego  sola te quedaste, tú misma te lo buscaste (eh, eh, eh, eh)  quisiste jugar con fuego y te quemaste  tú misma te lo buscaste, no te vo' a seguir el juego  me la pasaba to' el día llamándote (eh, eh)  y tú jugando conmigo, engañándome (engañándome)  y yo inseguro, pensando que te fallé (te fallé)  pero, tú ere' una farsante y ya me enteré (me enteré)  que tú 'tabas con él  ensuciando tu piel  y caí en tu juego (juego)  pero te quemaste con fuego, uah-uah (fuego)  yo mejor te doy la bendición y hasta luego  querías meternos a los dos en el mismo juego  que tú me gustaste, eso a ti no te lo niego  pero, me protege un ángel com dice tego  cuando te vi no lo entendí  yo pensé que estabas sola pa' mí  tú el juego hiciste, yo no perdí  y anuel también sabe todo de ti  cuando te vi no lo entendí (baby)  yo pensé que estabas sola pa' mí (baby)  tú el juego hiciste, yo no perdí  y anuel también sabe todo de ti (baby)  sola te quedaste, tú misma te lo buscaste  quisiste jugar con fuego y te quemaste  tú misma te lo buscaste, no te vo' a seguir el juego  sola te quedaste, tú misma te lo buscaste  quisiste jugar con fuego y te quemaste  tú misma te lo buscaste, no te vo' a seguir el juego  uah, manuel turizo (manuel turizo)  uah, uah, real hasta la muerte, baby  anuel (real hasta la muerte, baby, uah)  nino, chri-chri-chris jeday (chris jeday, ay)  lo' intocables, ¿oíste, bebé? (ah-ah-ah)  gaby music (uah, uah, baby, brrr)  mera, dime, equa (jaja)  la industria, inc, julián turizo  baby, bebé, bebecita (sola te quedaste)    jajaja (manuel turizo)  anuel (uah, oh-oh-oh-oh-oh)  (uah, uah oh-oh-oh-oh-oh)  sola te quedaste, tú misma te lo buscaste  quisiste jugar con fuego y te quemaste  tú misma te lo buscaste, no te vo' a seguir el juego  sola te quedaste, tú misma te lo buscaste  quisiste jugar con fuego y te quemaste  tú misma te lo buscaste, no te vo' a seguir el juego (uah)  suéltame en banda, mi corazón tú no lo ablanda'  y todas las traiciones, cada vez, tú las agranda' (agranda')  y un día creía que tú eras mi santa (santa)  pero, a lo' que te aman siempre lo' espanta'  y se te acabó, la movie a ti ya se te cayó  tú querías ir con lo' do', no diga' que no  yo con él te vi, él también te vio  el juego se te jodió  sola te quedaste, tú misma te lo buscaste  quisiste jugar con fuego y te quemaste  tú misma te lo buscaste, no te vo' a seguir el juego  sola te quedaste, tú misma te lo buscaste (eh, eh, eh, eh)  quisiste jugar con fuego y te quemaste  tú misma te lo buscaste, no te vo' a seguir el juego  me la pasaba to' el día llamándote (eh, eh)  y tú jugando conmigo, engañándome (engañándome)  y yo inseguro, pensando que te fallé (te fallé)  pero, tú ere' una farsante y ya me enteré (me enteré)  que tú 'tabas con él  ensuciando tu piel  y caí en tu juego (juego)  pero te quemaste con fuego, uah-uah (fuego)  yo mejor te doy la bendición y hasta luego  querías meternos a los dos en el mismo juego  que tú me gustaste, eso a ti no te lo niego  pero, me protege un ángel com dice tego  cuando te vi no lo entendí  yo pensé que estabas sola pa' mí  tú el juego hiciste, yo no perdí  y anuel también sabe todo de ti  cuando te vi no lo entendí (baby)  yo pensé que estabas sola pa' mí (baby)  tú el juego hiciste, yo no perdí  y anuel también sabe todo de ti (baby)  sola te quedaste, tú misma te lo buscaste  quisiste jugar con fuego y te quemaste  tú misma te lo buscaste, no te vo' a seguir el juego  sola te quedaste, tú misma te lo buscaste  quisiste jugar con fuego y te quemaste  tú misma te lo buscaste, no te vo' a seguir el juego  uah, manuel turizo (manuel turizo)  uah, uah, real hasta la muerte, baby  anuel (real hasta la muerte, baby, uah)  nino, chri-chri-chris jeday (chris jeday, ay)  lo' intocables, ¿oíste, bebé? (ah-ah-ah)  gaby music (uah, uah, baby, brrr)  mera, dime, equa (jaja)  la industria, inc, julián turizo  baby, bebé, bebecita (sola te quedaste)  ",4
