,index,Poem,label
10,510,"Falling From Darkness

Falling from darkness 
To a place I don't know
Everything's moving with no place to go
I feel so alone and scared
As I fall, I wonder, ""Is anyone there?""

As the days and nights pass right by
I count the nights I just lay and cry
Falling from faith, falling from love
Please, is there anyone up above?

Never did I want to feel like this,
When the answer lies with the slit of the wrist
My mind is racing to find another solution
Before it's too late and I'm just an illusion.

No one knows how I really feel
I just want him to hold me and help me heal
As I fall, I feel the rain
I begin to think that may be he isn't the key to ease my pain.


",0.0
11,467,"The Horse Ride

Taking a romantic ride today,
We sat upon the wagon.
Suddenly the horse lifted his tail
And we heard a roaring dragon!

The deafening sound hurt my ears
And the smell burned the hairs in my nose.
My girlfriend sat and glared at me.
Somehow my fault I suppose.

It was my idea to take the ride,
But how was I to know?
It really wasn’t in my plans;
Didn’t know the horse would blow.

The noise and the smell were bad enough,
As the wind blew quickly by.
But I think the very worst of it,
Was the brown stuff in my eye.

My girlfriend’s face turned angry red.
So I figured I wouldn’t dare,
Advise her of the smelly pieces
Of horse stuff in her hair.

The horse finally stopped; my girl ran away,
Stubbornly lifting her chin.
I think that horse was enjoying himself,
Cause I’m sure I saw him grin. 

A lesson learned for me today.
Although I must confess,
I laughed so hard I nearly cried
As I wiped away the mess.


 ",1.0
12,197,"The Gardener LXI: Peace, My Heart 

Peace, my heart, let the time for
the parting be sweet.
Let it not be a death but completeness.
Let love melt into memory and pain
into songs.
Let the flight through the sky end
in the folding of the wings over the
nest.
Let the last touch of your hands be
gentle like the flower of the night.
Stand still, O Beautiful End, for a
moment, and say your last words in
silence.
I bow to you and hold up my lamp 
to light you on your way.",1.0
13,167,"
Parting Words 

When I go from hence 
let this be my parting word, 
that what I have seen is unsurpassable. 

I have tasted of the hidden honey of this lotus 
that expands on the ocean of light, 
and thus am I blessed 
---let this be my parting word. 

In this playhouse of infinite forms 
I have had my play 
and here have I caught sight of him that is formless. 

My whole body and my limbs 
have thrilled with his touch who is beyond touch; 
and if the end comes here, let it come 
---let this be my parting word.",1.0
14,295,"To The God of Pain

UNWILLING priestess in thy cruel fane, 
Long hast thou held me, pitiless god of Pain, 
Bound to thy worship by reluctant vows, 
My tired breast girt with suffering, and my brows 
Anointed with perpetual weariness. 
Long have I borne thy service, through the stress 
Of rigorous years, sad days and slumberless nights, 
Performing thine inexorable rites. 


For thy dark altars, balm nor milk nor rice, 
But mine own soul thou'st ta'en for sacrifice: 

All the rich honey of my youth's desire, 
And all the sweet oils from my crushed life drawn, 
And all my flower-like dreams and gem-like fire 
Of hopes up-leaping like the light of dawn. 


I have no more to give, all that was mine 
Is laid, a wrested tribute, at thy shrine; 
Let me depart, for my whole soul is wrung, 
And all my cheerless orisons are sung; 
Let me depart, with faint limbs let me creep 
To some dim shade and sink me down to sleep. ",0.0
15,491,"The Meaning Of Love

To love is to share life together
to build special plans just for two
to work side by side
and then smile with pride
as one by one, dreams all come true.

To love is to help and encourage
with smiles and sincere words of praise
to take time to share
to listen and care
in tender, affectionate ways.

To love is to have someone special
one who you can always depend
to be there through the years
sharing laughter and tears
as a partner, a lover, a friend.

To love is to make special memories
of moments you love to recall
of all the good things
that sharing life brings
love is the greatest of all.

I've learned the full meaning
of sharing and caring
and having my dreams all come true;
I've learned the full meaning
of being in love
by being and loving with you.
BY KRINA SHAH 
HA COLLEGE


",2.0
16,514,"The Man

It's hard to describe how I feel right now
I want to explain it but I don't know how
I can't believe its come to this
it's our world, not just his

no matter how hard we try
the man can never hear us cry
we could scream and yell
but he is in his heaven while we're in our hell

The little boy wants his acceptance
but the man keeps his distance
the little boy has so many ""whys?""
but the man won't open his eyes

The little girl just wants her dad
but the man doesn't understand
the little girl just wants to be kissed and hugged
but all the man does is shrug

The woman just wants him
But the light is getting dim
She loves him with all her heart
But the man keeps tearing it apart

no matter how hard we try
he can never hear us cry
we could scream and yell
but he is in his heaven while we're in our hell

I want to know one more thing
with my last bit of strength
is this it? Is this the end?


",0.0
17,249,"Broken Song
Kasinath the new young singer fills the hall with sound:
The seven notes dance in his throat like seven tame birds.
His voice is a sharp sword slicing and thrusting everywhere,
It darts like lightening - no knowing where it will go when.
He sets deadly traps for himself, then cuts them away:
The courtiers listen in amazement, give frequent gasps of praise.
Only the old king Pratap Ray sits like wood, unmoved.
Haraj Lal is the only singer he likes, all others leave him cold.
From childhood he has spent so long listening to him sing -
Rag Kafi during holi, cloud-songs during the rains,
Songs for Durga at dawn in autumn, songs to bid her farewell -
His heart swelled when he heard them and his eyes swam with tears.
And on days when friends gathered and filled the hall
There were cowherds' songs of Krsna, in raags Bhupali and Multan.

So many nights of wedding-festivity have passed in that royal house:
Servants dressed in red, hundreds of lamps alight:
The bridegroom sitting shyly in his finery and jewels,
Young friends teasing him and whispering in his ear:
Before him, singing raag Sahana, sits Baraj Lal.
The king's heart is full of all those days and songs.
When he hears some other singer, he feels no chord inside,
No sudden magical awakening of memories of the past.
When Pratap Ray watches Kasinath he just sees his wagging head:
Tune after tune after tune, bu none with any echo in the heart.

Kasinath asks for a rest and the singing stops for a space.
Pratap Ray smilingly turns his eyes to Baraj Lal.
He puts his mouth to his ear and says, 'Dear ustad,
Give us a song as songs ought to be, this is no song at all.
It's all tricks and games, like a cat hunting a bird.
We used to hear songs in the old days, today they have no idea.'

Old Baraj Lal, white-haired, white turban on his head,
Bows to the assembled courtiers and slowly takes his seat.
He takes the tanpura in his wasted, heavily veined hand
And with lowered head and closed eyes begins raag Yaman-kalyap.
His quavering voice is swallowed by the enormous hall,
Is like a tiny bird in a storm, unable to fly for all it tries.
Pratap Ray, sitting to the left, encourages him again and again:
'Superb, bravo!' he says in his ear, 'sing out loud.'

The courtiers are inattentive, some whisper amongst themselves,
Some of them yawn, some doze, some go off to their rooms;
Some of them call to servants, 'Bring the bookah, bring some pan.'
Some fan themselves furiously and complain of the heat.
They cannot keep still for a minute, they shuffle or walk about -
The hall was quiet before, but every sort of noise has grown.
The old man's singing is swamped, like a frail boat in a typhoon:
Only his shaky fingering of the tanpura shows it is there.

Music that should rise on its own joy from the depths of the heart
Is crushed by heedless clamour, like a fountain under a stone.
The song and Baraj Lal's feelings go separate ways,
But he sings for all he is worth, to keep up the honour of his king.

One of the verses of the song has somehow slipped from his mind.
He quickly goes back, tries to get it right this time.
Again he forgets, it is lost, he shakes his head at the shame;
He starts the song at the beginning - again he has to stop.
His hand trembles doubly as he prays to his teachers name.
His voice quakes with distress, like a lamp guttering in a breeze.
He abandons the words of the song and tries to salvage the tune,
But suddenly his wide-mouthed singing breaks into loud cries.
The intricate melody goes to the winds, the rhythm is swept away -
Tears snap the thread of the song, cascade like pearls.
In shame he rests his head on the old tanpura in his lap -
He has failed to remember a song:  he weeps as he did as a child.
With brimming eyes king Pratap Ray tenderly touches his friend:
'Come, let us go from here,' he says with kindness and love.
They leave that festive hall with its hundreds of blinding lights.
The two old friends go outside, holding each other's hands.

Baraj says with hands clasped, 'Master, our days are gone.
New men have come now, new styles and customs in the world.
The court we kept is deserted - only the two of us are left.
Don't ask anyone to listen to me now, I beg you at your feet, my lord.
The singer along does not make a song, there has to be someone who hears:
One man opens his throat to sing, the other sings in his mind.
Only when waves fall on the shore do they make a harmonious sound;
Only when breezes shake the woods do we hear a rustling in the leaves.
Only from a marriage of two forces does music arise in the world.
Where there is no love, where listeners are dumb, there never can be song.'
",0.0
18,56,"How the days drag

by Lalan

English version by Deben Bhattacharya
Original Language Bengali

How the days drag
before union with the man of my heart!
Round the hours
of the day and night
as the rain-bird, chataka,
watches the clouds,
I gaze at the black-moon
hoping to surrender myself
at his feet--in vain.

Like lightning
flashing through the clouds
and hiding in the clouds
never to be found again,
I saw his beauty
flashing through my dreams
and I lost Krishna.",0.0
19,477,"The Greatest Accessory Of Them All

People care to much.
How their hair looks
or their clothes.
They don't care about what matters
The soul

The soul is what truly matters
that thing that is deep inside.
The soul is always fashionable 
no matter what the season is.

The soul is something that changes color a million times
from when you are born to when you die.
My soul is yellow today 
because I'm happy inside.

On Thursday my soul was green
for I envied another girl.

The soul is by far the best accessory you can have.
And that's what they should write in the magazines.


",1.0
20,137,"Lotus 

On the day when the lotus bloomed, alas, my mind was straying, 
and I knew it not. My basket was empty and the flower remained unheeded. 

Only now and again a sadness fell upon me, and I started up from my 
dream and felt a sweet trace of a strange fragrance in the south wind. 

That vague sweetness made my heart ache with longing and it seemed to 
me that is was the eager breath of the summer seeking for its completion. 

I knew not then that it was so near, that it was mine, and that this 
perfect sweetness had blossomed in the depth of my own heart.",0.0
21,281,"Song Of A Dream

ONCE in the dream of a night I stood 
Lone in the light of a magical wood, 
Soul-deep in visions that poppy-like sprang; 
And spirits of Truth were the birds that sang, 
And spirits of Love were the stars that glowed, 
And spirits of Peace were the streams that flowed 
In that magical wood in the land of sleep.


Lone in the light of that magical grove, 
I felt the stars of the spirits of Love 
Gather and gleam round my delicate youth, 
And I heard the song of the spirits of Truth; 
To quench my longing I bent me low 
By the streams of the spirits of Peace that flow 
In that magical wood in the land of sleep. 
",1.0
22,420,"My Father

Leaving behind others to take your place,
Carrying on your name, walking around with your face,
Knowing you go left behind,
Wondering what's on my fathers mind.
He didn't even think to try.
To leave my mother with tears going down her face,
Left me only to embrace,
Only for me to ask her why?
My mother can give me answers;
My father left behind.
For he can give his love to another,
But can't give his love to me,
My mother would give her life,
As she's given life to me,
My father I hope to love.
Will he ever really love me?
He can take and make a life and keep living on,
But what is it like to live without a father,
He doesn't even know,
Because he doesn't even care,
He left me alone.


",3.0
23,520,"How Dare You!

How Dare you do this to me.
How Dare you stand there and let us be.
You not wanting this marriage and working late is how this began.
I now know this has to end.
I have a responsibility to be strong and be there for our boys.
They are human they are not toys.
They want-they need their dad
instead of wishing and being sad.
How dare you do this to me and I go on and let this be.
How dare you stay married to be all these years
and stand back and watch my tears.
I know you don't want me and I know this much is true
I am stronger now instead of being blue.
To tell you the truth I don't care anymore
your lies and you I no longer stand for or adore.
You stole my heart-my pride-my soul
you are not a human you are just cold.
You don't love me or want to be married -I don't know how many times I have to be told
but I realize now you were being you just bitter and cold.
How dare you do this to me and stand there and let this be.
Do you feel pain or are you just mad
for once in your cold life I want you to feel sad.
Payback is hell and that is what you deserve and I hope you will feel pain and unwanted everyday in everyway.
How dare you do this to me-I have to let go and I now know this is how it has to be. 
I will eventually need to pack up and leave. 
When we say our goodbyes
I will be drying my eyes.
How dare you wanting to leave
I just have to realize we were never meant to be.


 ",0.0
24,271,"In The Forest

HERE, O my heart, let us burn the dear dreams that are dead, 
Here in this wood let us fashion a funeral pyre 
Of fallen white petals and leaves that are mellow and red, 
Here let us burn them in noon's flaming torches of fire. 


We are weary, my heart, we are weary, so long we have borne 
The heavy loved burden of dreams that are dead, let us rest, 
Let us scatter their ashes away, for a while let us mourn; 
We will rest, O my heart, till the shadows are gray in the west. 

But soon we must rise, O my heart, we must wander again 
Into the war of the world and the strife of the throng; 
Let us rise, O my heart, let us gather the dreams that remain, 
We will conquer the sorrow of life with the sorrow of song. ",0.0
25,298,"Village Song

HONEY, child, honey, child, whither are you going? 
Would you cast your jewels all to the breezes blowing? 
Would you leave the mother who on golden grain has fed you? 
Would you grieve the lover who is riding forth to wed you?


Mother mine, to the wild forest I am going, 
Where upon the champa boughs the champa buds are blowing; 
To the köil-haunted river-isles where lotus lilies glisten, 
The voices of the fairy folk are calling me: O listen!


Honey, child, honey, child, the world is full of pleasure, 
Of bridal-songs and cradle-songs and sandal-scented leisure. 
Your bridal robes are in the loom, silver and saffron glowing, 
Your bridal cakes are on the hearth: O whither are you going?


The bridal-songs and cradle-songs have cadences of sorrow, 
The laughter of the sun to-day, the wind of death to-morrow. 
Far sweeter sound the forest-notes where forest-streams are falling; 
O mother mine, I cannot stay, the fairy-folk are calling. 
",0.0
26,35,"Forest Fire

Of late I have begun to feel a hunger
To take in with greed, like a forest fire that
Consumes and with each killing gains a wilder,
Brighter charm, all that comes my way. Bald child in
Open pram, you think I only look, and you
Too, slim lovers behind the tree and you, old
Man with paper in your hand and sunlight in
Your hair... My eyes lick at you like flames, my nerves
Consume ; and, when I finish with you, in the
Pram, near the tree and, on the park bench, I spit
Out small heaps of ash, nothing else. But in me
The sights and smells and sounds shall thrive and go on
And on and on. In me shall sleep the baby
That sat in prams and sleep and wake and smile its
Toothless smile. In me shall walk the lovers hand
In hand and in me, where else, the old shall sit
And feel the touch of sun. In me, the street-lamps
Shall glimmer, the cabaret girls cavort, the
Wedding drums resound, the eunuchs swirl coloured
Skirts and sing sad songs of love, the wounded moan,
And in me the dying mother with hopeful
Eyes shall gaze around, seeking her child, now grown
And gone away to other towns, other arms."" 
",0.0
27,421,"Set Her Free

Why do you do this to her? 
Why do you make her cry and hide her fears so deep inside? 
Is she not beautiful enough or does she not have enough wit or charm? 
Why is that you make her feel like a dog that you have chained to the tree and trained to answer only at you’re beck and call? 
Misery and pain is what you have taught her to believe in, 
Will she ever get the courage to run and get away? 
To me you are the devil in disguise 
Constantly standing over her watching from the corner of you’re eye. 
Do you think you’re perfect? 
Do you think that we should just sit back and watch her become more miserable every passing day 
Because you have taught her to believe that without you she can’t get by? 
You credent you rodent you evil man in my eyes 
I see the truth and from me that you can not hide!!!! 
Some may sit back and watch you make her die inside, 
But as for me I will bring back that sparkle I have seen in her eyes.
I will not cover for you I will not lie. 
I will not sit back and let you’re wickedness slowly kill who she really is so deep inside. 
Courage and bravery is what I will make arise from my beautiful aunt. 
You try to keep for yourself to hide you’re own pity and worthlessness, 
you are no better, you are no good, 
Wake up and face the truth 
Without her you are nothing but a menace to society 
A fake a fraud and a pitiful excuse for anyone to call a husband 
But even more you’re not even worth having the title of being called a man. 
Let her go, let her live, let her be set free. 
Hide in you’re corner and reflect on what you are 
Because while you try to hold her there and constantly whisper how she is no good and can never do right.
I will be there beside her constantly praising her and directing her to another world far from you. 
She will win, you will lose and one day she will wake and see you for the beast we know you to be. 
All the misery all the pain all the tears and agony you have dished out
Will one day come to haunt you and bring you down 
The way you have her. 
While you huddle in a corner so lonely and cry your selfish tears. 
She will be happy and free to live her life 
And be able to finally become who she has always wanted to be.........
You’re the devil on her shoulder I’m the angel 
And in the end the good always wins...Because you have to have her. 
I want to have her, you have to make her think you love her 
I just smile and she knows...It’s a fair game 
Let me show you who will win, it will not be you, it will not be me 
But it will be her 
And she will finally be the woman we know her to be. 
I wish you well and bid you goodbye 
Because from this day you are nothing to me but a speck of dirt passing by 
You credent you rodent goodbye!!!


",3.0
28,153,"Lover's Gifts XVI: She Dwelt Here by the Pool 

She dwelt here by the pool with its landing-stairs in ruins. Many
an evening she had watched the moon made dizzy by the shaking of
bamboo leaves, and on many a rainy day the smell of the wet earth
had come to her over the young shoots of rice.
Her pet name is known here among those date-palm groves and
in the courtyards where girls sit and talk while stitching their
winter quilts. The water in this pool keeps in its depth the memory
of her swimming limbs, and her wet feet had left their marks, day
after day, on the footpath leading to the village.
The women who come to-day with their vessels to the water have
all seen her smile over simple jests, and the old peasant, taking
his bullocks to their bath, used to stop at her door every day to
greet her.
Many a sailing-boat passes by this village; many a traveller
takes rest beneath that banyan tree; the ferry-boat crosses to
yonder ford carrying crowds to the market; but they never notice
this spot by the village road, near the pool with its ruined
landing-stairs,-where dwelt she whom I love.

",2.0
29,426,"Dear Mom

Dear mom how could you
Never care about me
I’m dying inside
Which you will never see
You never even call
Just to talk to me
Heck you don’t write either
So your love I don’t see
You’re not the one
Who wipes my tears at night
Nor are you the one
Who chases away my frights
Dear mom how could you
Just leave me like this
You didn’t even come back
For one last kiss
Mom how could you
Have a kid and just leave
That’s no way to act
That’s no way to behave
Dear mom I want to know why
You decided not
To be part of my life
I want to know why
You have no heart at all
And how you can have a child
You don’t see, write, or call?


",3.0
30,414,"Dear Mom

Dear Mom,
You said you'd always be there
But you're nowhere to be found
I can't believe you left me
I feel so low beneath the ground

There's nothing I can do now
I trusted you with all my heart
But now you're gone
You're the one who tore my life apart

I've learned not to trust
There's nothing more to say
You've lost someone special
You can't get back each day

Now you're the one left in the dark
And all of a sudden you feel my pain
You expect me to take you back
But you still feel you're not to blame

I could never forgive you
Even if I tried
You can never make up
For the lonely nights I've cried

You will never know the feeling
Of losing the person you need the most
To laugh and cry and love you
Instead of making you feel like a ghost

I've moved on with my life
Without you by my side
My pain has kept so long
I'm telling you how I feel inside

In a way I want to thank you
Because of you I'm strong
I just wanted you to know
I didn't turn out wrong


",3.0
31,320,"Fear
I'm so tired of all the pain,
Just please let it rain,
So I can hide my tears,
So no one can see my fears,
That are going to keep haunting, 
For the rest of my life,
Just want it all to disappear,
So I don't have to deal with my fears,
Just want it all to go away,
I just hope I can be okay, 
I'm so tired of running,
I'm so sick of hiding,
All my pain is building up,
It all just hurts way too much,
I'm so tired of all the pain,
Just please let it rain,
So I can hide all my tears,
So no one can tell I am full of fear",4.0
32,442,"He Is Here

When her mother gone, 
the little child's body feels revealed,
for the shadows speaks, you are not alone.

Close the shower curtains, cover any holes and doors; 
I am afraid he can see you even more.

He is listening to all calls, quiet, we have to be careful, what we say,
can you hear him breathing … dogs barking through the phone? He is tapping in, everyday.

Lounging in his recliner, daring any distractions in front of his screen, If you dare to cross it, there will a tree on your back, with blood easy to be seen.

So never forget, once you cross him, you will be repaid, for he will always be watching, for a mess up, to get you that day.

With our friends, he tickled or hugged,
sexually and inappropriately, why? Just because.

Jealous of the children, for his mind is like a child, needy at all times.
wanting all attention from mommy, and If not gained, for this little child, she says, pain will be mine.

Off from work he comes, releasing all anger held inside.
I am hiding in my room as a child, covered ears, as tears rolled from my eyes.

Mommy cries from the mental affects, I assured her it OK, but his voice shouted, he wanted me out of the way.

He said the boys were always a sin, for being a male, told his story from before, all were afraid of him, even for a date, was an ungodly knock at door.

In dreams, he touched, manipulated and lied, as an adult predator, in the midnight hour, mommy, please come home save me, I am telling the truth, your child not a liar.

Wanting, not grateful for all that he can get, smiling, while fake as can be,
after getting what he wants, he turns on you, stinging like a bee.

Mommy please do not let him punish in anger, with a belt in his hand firm and anchored, but let it be in love, Please Jesus, help me from above.

Never to love the children, he rather seek selfish desires, we will always be his enemies, in memory, his abuse remain ours.


",4.0
33,502,"I Love The Way You Love Me

I love the way you look at me, 
I love the way you kiss, 
I love the way you have made my life fill with sudden bliss. 
I love the way I always feel whenever your around,
I love the way I miss you when ever you leave town. 
I love the way you make love to me and then roll over and fart, 
I love the way you hold me so near and dear to your heart. 
I love the way you argue, 
I love the way you laugh, 
I love the way you sit inside a bubble bath. 
I love the way you love me and one other thing is true 
I more than anything in this world love how I am so in love with you.


",2.0
34,261,"
An Indian Love Song

He

Lift up the veils that darken the delicate moon 
of thy glory and grace,
Withhold not, O love, from the night 
of my longing the joy of thy luminous face,
Give me a spear of the scented keora 
guarding thy pinioned curls, 
Or a silken thread from the fringes 
that trouble the dream of thy glimmering pearls;
Faint grows my soul with thy tresses' perfume 
and the song of thy anklets' caprice,
Revive me, I pray, with the magical nectar 
that dwells in the flower of thy kiss.

She 

How shall I yield to the voice of thy pleading, 
how shall I grant thy prayer,
Or give thee a rose-red silken tassel, 
a scented leaf from my hair?
Or fling in the flame of thy heart's desire the veils that cover my face,
Profane the law of my father's creed for a foe 
of my father's race?
Thy kinsmen have broken our sacred altars and slaughtered our sacred kine,
The feud of old faiths and the blood of old battles sever thy people and mine.

He

What are the sins of my race, Beloved, 
what are my people to thee? 
And what are thy shrines, and kine and kindred, 
what are thy gods to me?
Love recks not of feuds and bitter follies, 
of stranger, comrade or kin,
Alike in his ear sound the temple bells 
and the cry of the muezzin.
For Love shall cancel the ancient wrong 
and conquer the ancient rage,
Redeem with his tears the memoried sorrow 
that sullied a bygone age. 
",2.0
35,142,"Lover's Gifts LXX: Take Back Your Coins 

Take back your coins, King's Councillor. I am of those women you
sent to the forest shrine to decoy the young ascetic who had never
seen a women. I failed in your bidding.
Dimly day was breaking when the hermit boy came to bathe in
the stream, his tawny locks crowded on his shoulders, like a
cluster of morning clouds, and his limbs shining like a streak of
sunbeam. We laughed and sang as we rowed in our boat; we jumped
into the river in a mad frolic, and danced around him, when the sun
rose staring at us from the water's edge in a flush of divine
anger.
Like a child-god, the boy opened his eyes and watched our
movements, the wonder deepening till his eyes shone like morning
stars. He lifted his clasped hands and chanted a hymn of praise in
his bird-like young voice, thrilling every leaf of the forest.
Never such words were sung to a mortal woman before; they were like
the silent hymn to the dawn which rises from the hushed hills. THe
women hid their mouths with their hands, their bodies swaying with
laughter, and a spasm of doubt ran across his face. Quickly came
I to his side, sorely pained, and, bowing to his feet, I said,
""Lord, accept my service.""
I led him to the grassy bank, wiped his body with the end of
my silken mantle, and, kneeling on the ground, I dried his feet
with my trailing hair. When I raised my face and looked into his
eyes, I thought I felt the world's first kiss to the first woman, 
-Blessed am I, blessed is God, who made me a woman. I heard him say
to me, ""What God unknown are you? YOur touch is the touch of the
Immortal, your eyes have the mystery of the midnight.""
Ah, no, not that smile, King's Councillor, -the dust of
worldly wisdom has covered your sight, old man. But this boy's
innocence pierced the mist and saw the shining truth, the woman
divine....
The women clapped their hands, and laughed their obscene
laugh, and with veils dragged on the dust and hair hanging loose
they began to pelt him with flowers.
Alas, my spotless sun, could not my shame weave fiery mist to
cover you in its folds? I fell at his feet and cried, ""Forgive me.
"" I fled like a stricken deer through shade and sun, and cried as
I fled, "" Forgive me. "" The women's foul laughter pressed me like
a cracking fire, but the words ever rang in my ears, "" What God
unknown are you?""",0.0
36,504,"Take My Hand

Please take my hand, come walk with me
I will show you the way, and let you see
How love and happiness will make you feel
And make your life feel so unreal
I will hold you tight
All through the night
And never let you out of my sight
For you belong to me
For all the world to see


",2.0
37,529,"I'm A Sad Fairy

She is very beautiful 
one of a kind
she's normal and simple
but she's hard to find
she holds her anger in
but she dreams of fantasy's
she commits many sin's
but seeks a true destiny
she has beautiful long brown hair
she lets it down at night
she's in the starry sky and everywhere
her presents makes light
I see her in the mirror
but in her eyes she holds fear


",0.0
38,234,"Untimely Leave 

No more noisy, loud words from me---such is my master's will. 
Henceforth I deal in whispers. 
The speech of my heart will be carried on in murmurings of a song. 

Men hasten to the King's market. All the buyers and sellers are there. 
But I have my untimely leave in the middle of the day, in the thick of work. 

Let then the flowers come out in my garden, though it is not their time; 
and let the midday bees strike up their lazy hum. 

Full many an hour have I spent in the strife of the good and the evil, 
but now it is the pleasure of my playmate of the empty days to draw my heart on to him; 
and I know not why is this sudden call to what useless inconsequence!

",0.0
